From	To
Q9HCG1	ZNF160
Q8N9L1	ZIC4
P98182	ZNF200
Q2M3W8	ZNF181
Q8TAQ5	ZNF420
O43361	ZNF749
Q5FWF6	ZNF789
O75541	ZNF821
Q14584	ZNF266
P61236	YPEL3
Q8NB15	ZNF511
Q8IXI1	RHOT2
Q13503	MED21
Q9BRT3	MIEN1
Q16659	MAPK6
O95563	MPC2
O75439	PMPCB
Q8TAP9	MPLKIP
Q3SYC2	MOGAT2
O60882	MMP20
Q9H306	MMP27
Q8NGK5	OR52M1
Q8NGC0	OR5AU1
Q86W56	PARG
Q99447	PCYT2
Q8N165	PDIK1L
P30101	PDIA3
Q9UN71	PCDHGB4
O75381	PEX14
Q96A73	KIAA1191
Q9UBL9	P2RX2
P15428	HPGD
Q96FE7	PIK3IP1
Q86YI8	PHF13
P34995	PTGER1
Q8WWQ0	PHIP
Q99943	AGPAT1
Q9NQ66	PLCB1
Q5SWL7	PRAMEF14
A0A0G2JMD5	PRAMEF33
O14684	PTGES
Q15397	PUM3
P18031	PTPN1
Q03393	PTS
P23470	PTPRG
Q8N0V3	RBFA
P0DJD4	RBMY1C
Q5HYI8	RABL3
P51159	RAB27A
Q9NYW8	RBAK
P50749	RASSF2
Q8NHQ8	RASSF8
Q6NSI4	RADX
Q9Y620	RAD54B
Q02833	RASSF7
P55042	RRAD
O60896	RAMP3
Q7Z5L2	R3HCC1L
Q9UQ26	RIMS2
Q8NE09	RGS22
P07949	RET
Q9H4X1	RGCC
Q02094	RHAG
Q6WKZ4	RAB11FIP1
Q9UGC7	MTRF1L
Q86YS3	RAB11FIP4
P04090	RLN2
Q3KRB8	ARHGAP11B
O75628	REM1
Q9P260	RELCH
O75787	ATP6AP2
Q9HB40	SCPEP1
Q9UIH9	KLF15
P17658	KCNA6
O95251	KAT7
P31321	PRKAR1B
Q969G2	LHX4
P24043	LAMA2
Q71F78	LCA10
Q5T754	LCE1F
Q5T7P3	LCE1B
A6NIV6	LRRIQ4
A6BM72	MEGF11
O15438	ABCC3
Q5T2T1	MPP7
Q15014	MORF4L2
Q9NV56	MRGBP
Q9HC36	MRM3
P56278	MTCP1
Q9BYG7	MRO
Q9GZM8	NDEL1
P49321	NASP
Q9UBB6	NCDN
P35579	MYH9
A0A1B0GUC4	MYOCOS
Q9UHC9	NPC1L1
P48681	NES
P26717	KLRC2
Q8N5F7	NKAP
Q8N8D7	NKAIN3
O60524	NEMF
O43920	NDUFS5
O95436	SLC34A2
Q969G9	NKD1
Q9Y239	NOD1
Q96S42	NODAL
Q5VT03	NUTM2D
Q8WV22	NSMCE1
P19338	NCL
P56975	NRG3
Q8NGA8	OR4F17
Q86UD1	OAF
Q8NH70	OR4A16
A6NDH6	OR5H15
P0C7T3	OR56A5
Q96SU4	OSBPL9
Q7RTU3	OLIG3
Q9H346	OR52D1
Q9BUL8	PDCD10
Q16822	PCK2
Q9Y5F3	PCDHB1
P14920	DAO
P80108	GPLD1
Q96HM7	PCED1B
P43119	PTGIR
Q5VY43	PEAR1
Q99755	PIP5K1A
Q99623	PHB2
Q12972	PPP1R8
C9JH25	PRRT4
A6NIE9	PRSS29P
Q9UBT6	POLK
Q7Z7B1	PIGW
O00222	GRM8
Q969I3	GLYATL1
Q4G148	GXYLT1
Q96T54	KCNK17
Q04759	PRKCQ
Q14533	KRT81
P06315	IGKV5-2
A6NM11	LRRC37A2
Q86UK5	EVC2
Q9H008	LHPP
Q9NQ69	LHX9
Q0VAA2	LRRC74A
O15165	LDLRAD4
Q9BV79	MECR
Q96JK9	MAML3
P43357	MAGEA3
Q9BQG0	MYBBP1A
O60675	MAFK
P43363	MAGEA10
Q4ZIN3	TMEM259
Q9NX47	MARCHF5
Q9Y4C4	MFHAS1
Q5TF39	MFSD4B
O95568	METTL18
Q96FF7	MISP3
Q02080	MEF2B
Q9NX70	MED29
Q9NWA0	MED9
Q96C03	MIEF2
Q9UHC7	MKRN1
Q99542	MMP19
P08254	MMP3
P09237	MMP7
Q9BXB4	OSBPL11
Q8NGJ7	OR51A2
Q8NFH3	NUP43
Q7RTZ1	OVCH2
O15162	PLSCR1
Q9UBF8	PI4KB
O75928	PIAS2
P0CG38	POTEI
P86481	PRR20B
Q8N271	PROM2
P06401	PGR
Q2TBC4	PRICKLE4
A3QJZ7	PRAMEF27
P22102	GART
Q8N819	PPM1N
Q7RTY9	PRSS41
Q92932	PTPRN2
P17812	CTPS1
Q04671	OCA2
Q9H0K6	PUS7L
Q5JQS6	GCSAML
Q6DN03	H2BC20P
P10412	H1-4
Q7Z2Y8	GVINP1
P13716	ALAD
Q14526	HIC1
Q7Z4V5	HDGFL2
Q5TGS1	HES3
Q00613	HSF1
P34932	HSPA4
Q5SSJ5	HP1BP3
Q92902	HPS1
Q01581	HMGCS1
Q86VS8	HOOK3
P52926	HMGA2
Q8IZT8	HS3ST5
Q9UPZ3	HPS5
Q7LGA3	HS2ST1
Q8IVU1	IGDCC3
P00738	HP
Q9Y663	HS3ST3A1
Q86VF2	IGFN1
Q5DX21	IGSF11
Q8NFM7	IL17RD
O95976	IGSF6
P60368	KRTAP10-2
Q8WXH2	JPH3
Q14953	KIR2DS5
Q9BYQ7	KRTAP4-1
Q8IZU9	KIRREL3
Q07627	KRTAP1-1
O14782	KIF3C
Q14012	CAMK1
Q6UWP7	LCLAT1
P07288	KLK3
Q8TAF8	LHFPL5
P11047	LAMC1
O43813	LANCL1
O94898	LRIG2
A6PVS8	LRRIQ3
Q9BYG3	NIFK
Q9Y466	NR2E1
O95848	NUDT14
A6NND4	OR2AT4
Q8IVL5	P3H2
Q9Y5Y5	PEX16
Q96QT6	PHF12
Q9UMZ3	PTPRQ
Q9UNM6	PSMD13
O00231	PSMD11
Q8N2H3	PYROXD2
Q8N1F7	NUP93
O95948	ONECUT2
P58182	OR12D2
Q56VL3	OCIAD2
Q3SX64	ODF3L2
Q8NGY7	OR10J6P
Q96DC9	OTUB2
Q8NH79	OR6X1
Q14990	ODF1
Q8NGP3	OR5M9
Q8NGV7	OR5H2
O95918	OR2H2
Q9H4D5	NXF3
Q5VV17	OTUD1
Q96R48	OR2A5
O43929	ORC4
P12004	PCNA
P32322	PYCR1
P01127	PDGFB
O15350	TP73
P04085	PDGFA
Q9BYG4	PARD6G
Q2NL67	PARP6
Q96TA0	PCDHB18P
A0A075B767	PPIAL4H
Q9UN70	PCDHGC3
Q9BY77	POLDIP3
Q9Y5F7	PCDHGC4
Q12889	OVGP1
Q9Y5J5	PHLDA3
Q96FC7	PHYHIPL
Q8N3S3	PHTF2
Q9H792	PEAK1
P43116	PTGER2
O60331	PIP5K1C
P00491	PNP
P35232	PHB
Q9UBV8	PEF1
P13796	LCP1
A1L4L8	PLAC8L1
Q9HAB8	PPCS
Q9Y255	PRELID1
Q7Z6K3	PTAR1
P07988	SFTPB
Q15262	PTPRK
O14957	UQCR11
Q9UDW1	UQCR10
Q8N0Z8	PUSL1
Q15269	PWP2
Q99638	RAD9A
Q92698	RAD54L
Q8NFH8	REPS2
O94810	RGS11
Q8NC44	RETREG2
Q9HD89	RETN
P41220	RGS2
P49795	RGS19
Q7Z5H3	ARHGAP22
Q9NWB1	RBFOX1
Q14699	RFTN1
O14715	RGPD8
P48378	RFX2
Q96K30	RITA1
Q6P5R6	RPL22L1
Q9HCI7	MSL2
Q9Y623	MYH4
P23409	MYF6
Q8N1T3	MYO1H
Q9NVX2	NLE1
Q9NZ94	NLGN3
A0A5F9ZHS7	NFILZ
Q99608	NDN
Q12879	GRIN2A
O94916	NFAT5
Q9BU61	NDUFAF3
Q08J23	NSUN2
O60462	NRP2
O95478	NSA2
P61970	NUTF2
P49757	NUMB
O75469	NR1I2
Q9UHY1	NRBP1
Q8NGJ3	OR52E1
Q8NGT0	OR13C9
Q8NGC1	OR11G2
Q9P242	NYAP2
Q8NGB2	OR4C5
Q9NZQ7	CD274
Q7Z3H0	ANKRD33
A5PLL7	PEDS1
Q6NSJ2	PHLDB3
Q96JS3	PGBD1
O00398	P2RY10
O14813	PHOX2A
Q13519	PNOC
Q9NPJ4	PNRC2
P08567	PLEK
P11908	PRPS2
P25788	PSMA3
Q00LT1	PRCD
H0Y7S4	PRAMEF26
Q86XI6	PPP1R3B
P26678	PLN
P49683	PRLHR
P51888	PRELP
P28062	PSMB8
P16471	PRLR
Q9NZH4	PTTG3P
Q12923	PTPN13
Q6ISU1	PTCRA
Q7Z5A4	PRSS42P
Q9H974	QTRT2
P14927	UQCRB
Q16769	QPCT
O96011	PEX11B
Q8IUH3	RBM45
Q6XE24	RBMS3
Q14206	RCAN2
P54725	RAD23A
P61576	HERV-K104
Q9UL26	RAB22A
Q8IXT5	RBM12B
P0C0E4	RAB40AL
Q9Y3P9	RABGAP1
Q9BZG1	RAB34
Q96G25	MED8
Q8IYU8	MICU2
Q7Z7M0	MEGF8
A8MV57	MPTX1
Q9H8S9	MOB1A
P30304	CDC25A
Q96LU7	MYRFL
O43347	MSI1
Q13330	MTA1
Q15788	NCOA1
Q9Y6Q9	NCOA3
Q8IWS0	PHF6
P52961	ART1
Q93070	ART4
P52952	NKX2-5
Q9Y5X5	NPFFR2
Q92982	NINJ1
Q5JS37	NHLRC3
Q8NA29	MFSD2A
Q8NEJ9	NGDN
Q9NQR4	NIT2
Q96E22	NUS1
Q8IXH7	NELFCD
Q8WTT2	NOC3L
P0C646	OR52Z1
Q8NH02	OR2T29
Q8NGJ2	OR52H1
Q8NGI8	OR5AN1
Q9NZT2	OGFR
Q8NH76	OR56B4
Q8NGF1	OR52R1
O60890	OPHN1
P41231	P2RY2
Q16513	PKN2
Q9HBL7	PLGRKT
O43172	PRPF4
A8MZF0	PRR33
O95084	PRSS23
O15120	AGPAT2
Q9Y248	GINS2
Q13127	REST
Q969G6	RFK
P40937	RFC5
Q6ZVN8	HJV
Q52LW3	ARHGAP29
O75154	RAB11FIP3
Q9P227	ARHGAP23
Q9UNA1	ARHGAP26
P18621	RPL17
A0PJZ3	GXYLT2
Q8TAA5	GRPEL2
Q96MB7	HARBI1
Q9NZM3	ITSN2
Q6ZMT4	KDM7A
P43630	KIR3DL2
P17612	PRKACA
O95279	KCNK5
Q9P0J7	KCMF1
Q9H9L4	KANSL2
B7U540	KCNJ18
Q6PID8	KLHDC10
Q14722	KCNAB1
Q6ZMR3	LDHAL6A
A0A0C4DH69	IGKV1-9
Q53QV2	LBH
Q8NES3	LFNG
Q9BYE3	LCE3D
Q8N370	SLC43A2
Q5TA77	LCE3B
Q9UK45	LSM7
Q9H089	LSG1
Q9NPC1	LTB4R2
Q7Z5D8	NANOGNB
Q9Y561	LRP12
P11150	LIPC
Q96KN1	LRATD2
Q9BTT6	LRRC1
Q8N5I3	KCNRG
Q9H9Z2	LIN28A
P18054	ALOX12
Q9BU23	LMF2
O75145	PPFIA3
Q9UIS9	MBD1
Q8IZL2	MAML2
Q12852	MAP3K12
Q5SRI9	MANEA
O75121	MFAP3L
P26572	MGAT1
Q5SR56	MFSD14B
P21757	MSR1
Q13614	MTMR2
Q6P444	MTFR2
P52948	NUP98
Q9H342	OR51J1
Q9H6K5	PRR36
P57054	PIGP
Q6PEW0	PRSS54
Q86XR5	PRIMA1
Q9UKN5	PRDM4
Q13162	PRDX4
P10586	PTPRF
Q08257	CRYZ
Q9UJV8	PURG
W6CW81	PYDC5
Q9H0Z9	RBM38
Q6ZP01	RBM44
Q96AH8	RAB7B
P06400	RB1
A6NED2	RCCD1
Q92804	TAF15
Q09028	RBBP4
Q13615	MTMR3
P08118	MSMB
Q9UJG1	MOSPD1
Q3MIW9	MUCL3
Q99102	MUC4
Q01726	MC1R
O14594	NCAN
P13591	NCAM1
Q6ZUF6	LINC00336
Q9UKX3	MYH13
Q9BSU3	NAA11
P10242	MYB
Q9HB89	NMUR1
P30414	NKTR
O95631	NTN1
Q7RTR2	NLRC3
Q99457	NAP1L3
O75489	NDUFS3
O60936	NOL3
Q99784	OLFM1
P13056	NR2C1
Q8NH61	OR51F2
Q9BXS6	NUSAP1
Q7Z3B4	NUP54
O60313	OPA1
P54368	OAZ1
Q6IEY1	OR4F16
Q6IEY1	OR4F29
Q6IEY1	OR4F3
Q8TE49	OTUD7A
P04001	OPN1MW
Q8NGC6	OR4K17
Q8NGW6	OR6K6
Q8NH18	OR5J2
Q9NZP2	OR6C2
P34982	OR1D2
P59922	OR2B8P
Q6IEU7	OR5M10
O60431	OR1I1
O76099	OR7C1
Q8NGZ5	OR2G2
Q8NH87	OR9G1
P51160	PDE6C
Q96IZ0	PAWR
Q96QZ0	PANX3
P49585	PCYT1A
Q8NBP7	PCSK9
Q6UW60	PCSK4
Q8IZE3	SCYL3
Q9NUU6	OTULINL
Q99572	P2RX7
Q9UHV9	PFDN2
P16284	PECAM1
Q8IZ21	PHACTR4
O75925	PIAS1
Q8NF86	PRSS33
P05186	ALPL
A1L453	PRSS38
Q5FWE3	PRRT3
P40306	PSMB10
Q13332	PTPRS
Q00889	PSG6
Q92729	PTPRU
Q92626	PXDN
Q9P2N5	RBM27
Q0D2K3	RIPPLY1
Q86YS6	RAB43
Q8WUD1	RAB2B
Q13671	RIN1
Q13156	RPA4
Q2M5E4	RGS21
Q9BVS4	RIOK2
Q9NX52	RHBDL2
Q9NS28	RGS18
O43526	KCNQ2
Q8N5S9	CAMKK1
P48357	LEPR
Q86UP2	KTN1
Q9UJQ1	LAMP5
Q01650	SLC7A5
Q9UHI5	SLC7A8
Q8IWV1	LAX1
Q2VPJ9	LRRC75B
Q9BYS8	LRRC2
P61968	LMO4
Q9Y2H9	MAST1
P50579	METAP2
Q6UXV4	APOOL
Q9NUT2	ABCB8
A6NHG9	OR5H14
O95013	OR4F21
Q8NH67	OR52I2
Q8NH63	OR51H1
P39877	PLA2G5
Q8TF05	PPP4R1
A6NFU8	PGPEP1L
Q8NA58	PNLDC1
Q9BXR3	ERVK-6
P42338	PIK3CB
P63136	ERVK-25
Q8IWE5	PLEKHM2
P48739	PITPNB
Q9NUJ7	PLCXD1
Q9Y3B1	PRELID3B
Q8N7P1	PLD5
Q16512	PKN1
Q96S52	PIGS
Q9Y263	PLAA
P79522	PRR3
Q8NAV1	PRPF38A
Q6P1J6	PLB1
Q5TYX0	PRAMEF5
Q7Z3G6	PRICKLE2
O43586	PSTPIP1
Q13029	PRDM2
P30041	PRDX6
Q13882	PTK6
Q9UMS4	PRPF19
Q56P42	PYDC2
Q6ZRP7	QSOX2
Q9Y5P8	PPP2R3B
Q2NL68	PROSER3
Q9Y6I8	PXMP4
Q9NW13	RBM28
Q96D70	R3HDM4
O95755	RAB36
Q9NPQ8	RIC8A
P49758	RGS6
O94955	RHOBTB3
Q9H6H4	REEP4
Q5JS13	RALGPS1
P40429	RPL13A
P61353	RPL27
O76021	RSL1D1
Q5GAN6	RNASE10
Q96LT9	RNPC3
Q9Y225	RNF24
O94941	UBOX5
Q2QD12	RPEL1
Q96AT9	RPE
Q9H1A7	POLR2J3
Q08945	SSRP1
Q8IV04	TBC1D10C
O00268	TAF4
Q969N4	TAAR8
Q86VY9	TMEM200A
Q96RI8	TAAR6
P52657	GTF2A2
Q5ST30	VARS2
Q9H0A3	TMEM191A
Q8IXX5	TMEM183A
Q9UJT0	TUBE1
Q8N4L1	TMEM151A
Q03519	TAP2
Q9Y4P3	TBL2
Q8IYR6	TMEFF1
P35625	TIMP3
Q6N021	TET2
P62380	TBPL1
Q6YHU6	THADA
Q9UHQ7	TCEAL9
O43617	TRAPPC3
Q8N0U2	TMEM61
Q9BQ50	TREX2
P57727	TMPRSS3
O95985	TOP3B
A6NKD2	TSPY2
A0A0J9YY54	TEX13D
P02766	TTR
Q5TAX3	TUT4
O95801	TTC4
C9JVI0	USP17L11
Q96T88	UHRF1
A2RUC4	TYW5
Q9UIL8	PHF11
P35408	PTGER4
Q9UPN7	PPP6R1
Q53SZ7	PRR30
Q9NUD9	PIGV
O00442	RTCA
O75602	SPAG6
Q96H20	SNF8
O00161	SNAP23
O60493	SNX3
Q13487	SNAPC2
Q9UPU3	SORCS3
O00241	SIRPB1
Q5BJF2	TMEM97
O00570	SOX1
O43291	SPINT2
A0A096LP01	SMIM26
Q92540	SMG7
P81133	SIM1
O00267	SUPT5H
Q8N3U4	STAG2
Q96JI7	SPG11
Q8IWU6	SULF1
Q6ZMZ3	SYNE3
P26639	TARS1
Q6PEY2	TUBA3E
P23381	WARS1
Q8N2H4	SYS1
P47897	QARS1
Q96CE8	TM4SF18
Q9NYW5	TAS2R4
Q9NYW1	TAS2R9
O43581	SYT7
Q0IIM8	TBC1D8B
Q9Y228	TRAF3IP3
P07437	TUBB
P13726	F3
Q8NDG6	TDRD9
Q9BTF0	THUMPD2
Q8IYN2	TCEAL8
O60830	TIMM17B
Q5JUR7	TEX30
Q3YBR2	TBRG1
Q8N6K0	TEX29
O95411	TIAF1
Q8IVF5	TIAM2
Q02763	TEK
P56180	TPTE
Q53EQ6	TIGD5
Q8IUR0	TRAPPC5
Q5TGY1	TMCO4
P01850	TRBC1
Q13049	TRIM32
Q9NS56	TOPORS
O43280	TREH
Q96DX7	TRIM44
P40238	MPL
O00635	TRIM38
Q96GM8	TOE1
Q9C035	TRIM5
A2RU14	TMEM218
Q2WGJ8	TMEM249
Q63HR2	TNS2
A0A0B4J234	TRAV2
Q5BVD1	TTMP
P16473	TSHR
P30530	AXL
Q8TB05	UBALD1
P0CG47	UBB
Q9H9J4	USP42
O00762	UBE2C
Q9NYH9	UTP6
O95665	NTSR2
P20783	NTF3
Q86X67	NUDT13
Q02818	NUCB1
Q6N063	OGFOD2
Q9NTK5	OLA1
Q8NGJ4	OR52E2
A6NKB5	PCNX2
Q8N3A8	PARP8
P27986	PIK3R1
O14832	PHYH
Q6QHF9	PAOX
Q96QU1	PCDH15
Q9Y5H1	PCDHGA2
Q8TAB3	PCDH19
Q9H158	PCDHAC1
Q6V1P9	DCHS2
B3GLJ2	PATE3
Q9NTI5	PDS5B
Q9UN72	PCDHA7
Q9GZY1	PBOV1
Q9NZ20	PLA2G3
P98160	HSPG2
Q13951	CBFB
P17858	PFKL
P13797	PLS3
P0CW18	PRSS56
Q9BYC8	MRPL32
Q9Y4G8	RAPGEF2
Q9HD33	MRPL47
Q92565	RAPGEF5
Q8IWL2	SFTPA1
Q5VUG0	SFMBT2
O43815	STRN
Q12772	SREBF2
Q9H1Z9	TSPAN10
Q9BY10	SLC46A2
Q9UJT2	TSKS
A6NGE7	URAD
Q6UXZ4	UNC5D
Q765I0	UTS2B
Q9H7C4	SYNC
Q8N205	SYNE4
Q92777	SYN2
Q8WXH0	SYNE2
Q16514	TAF12
Q15542	TAF5
Q9BQG1	SYT3
O75410	TACC1
Q6DHY5	TBC1D3G
Q9NUM4	TMEM106B
A7MCY6	TBKBP1
Q9UHD2	TBK1
Q96PL2	TECTB
P10599	TXN
Q3ZCQ8	TIMM50
P01266	TG
Q96J01	THOC3
Q9Y2W6	TDRKH
Q99832	CCT7
Q99973	TEP1
P11388	TOP2A
Q9BW30	TPPP3
A0A075B700	TRAJ31
A0A0J9YXM7	TRBJ1-5
Q9UJK0	TSR3
P0CW01	TSPY10
P35442	THBS2
Q86TV6	TTC7B
Q8TAM2	TTC8
Q86TZ1	TTC6
Q15849	SLC14A2
P63121	HERVK_113
A6NLU5	VSTM2B
A3KMH1	VWA8
Q92889	ERCC4
Q9NZC7	WWOX
Q562E7	WDR81
P0C1S8	WEE2
Q9BZH6	WDR11
Q9BYP7	WNK3
P51811	XK
Q9UBQ0	VPS29
Q6PJI9	WDR59
Q8IUB3	WFDC10B
Q15906	VPS72
P13682	ZNF35
O43167	ZBTB24
Q0IIN9	ZNF252P-AS1
P86452	ZBED6
Q86UZ6	ZBTB46
Q6ZN08	ZNF66
Q8IXZ2	ZC3H3
Q96MU7	YTHDC1
Q96E35	ZMYND19
Q8NC26	ZNF114
Q3SY52	ZIK1
P52740	ZNF132
Q9H963	ZNF702P
P52736	ZNF133
O95201	ZNF205
Q14585	ZNF345
Q75MW2	ZNF767P
P0DKX0	ZNF728
Q96SR6	ZNF382
Q3ZCT1	ZNF260
Q9BUY5	ZNF426
Q6PG37	ZNF790
O95159	ZFPL1
Q96KR1	ZFR
Q9NR11	ZNF302
Q96PQ6	ZNF317
Q14586	ZNF267
Q9HCE3	ZNF532
Q7Z398	ZNF550
Q15942	ZYX
Q9BYT5	KRTAP2-2
Q9Y2M5	KLHL20
Q13237	PRKG2
Q9NSB2	KRT84
Q9NS40	KCNH7
P63252	KCNJ2
Q99712	KCNJ15
Q17RG1	KCTD19
Q9H3M0	KCNF1
P22001	KCNA3
Q9BQK8	LPIN3
A6NM36	LRRC30
Q9UN81	L1RE1
Q8IWT6	LRRC8A
Q08397	LOXL1
Q6PJG9	LRFN4
Q9NUP9	LIN7C
Q9UHB6	LIMA1
P0C6S8	LINGO3
Q9H7P6	MVB12B
Q9H9H5	MAP6D1
Q99683	MAP3K5
Q13233	MAP3K1
Q9NUK0	MBNL3
P43359	MAGEA5P
P27448	MARK3
Q12866	MERTK
Q8N4Q1	CHCHD4
Q9BQA1	WDR77
A8MW92	PHF20L1
P36871	PGM1
P16112	ACAN
Q8TCW9	PROKR1
P11086	PNMT
Q6NUP7	PPP4R4
O43688	PLPP2
Q8ND90	PNMA1
A5A3E0	POTEF
Q8TAE6	PPP1R14C
Q15165	PON2
O94782	USP1
Q8N2K1	UBE2J2
Q9NUQ3	TXLNG
Q9BZA5	TXLNGY
Q9Y3C8	UFC1
P62068	USP46
Q9UBK9	UXT
Q96AX1	VPS33A
P04628	WNT1
A2RRH5	WDR27
Q8NEP9	ZNF555
Q12836	ZP4
Q8NGH9	OR52E4
Q8NGX2	OR2T35
Q6U736	OPN5
Q9Y266	NUDC
Q5JRS4	OR10J3
O95190	OAZ2
Q01968	OCRL
Q8NGN0	OR4D5
A5D8V7	ODAD3
Q96R08	OR5B12
A0A096LPK9	OR4N4C
P0C645	OR4E1
P47890	OR1G1
O76100	OR7A10
A6NMS3	OR5K4
Q96RD0	OR8B2
Q8NGW1	OR6B3
Q9Y233	PDE10A
Q8NH50	OR8K5
Q8NGT5	OR9A2
Q9GZK3	OR2B2
Q8N349	OR2L13
Q01064	PDE1B
Q9UKZ9	PCOLCE2
Q8WW12	PCNP
Q6UXH9	PAMR1
Q9NWS1	PARPBP
P09874	PARP1
Q9ULR5	PAIP2B
Q9Y5H8	PCDHA3
Q9Y5H0	PCDHGA3
Q9BRP4	PAAF1
Q5JQF8	PABPC1L2A
Q5JQF8	PABPC1L2B
Q29RF7	PDS5A
Q9Y5I3	PCDHA1
Q9H361	PABPC3
P51582	P2RY4
Q15004	PCLAF
P04637	TP53
Q96RR1	TWNK
O00110	OVOL3
Q6P5Z2	PKN3
P13686	ACP5
P0C7W0	PRR29
Q96S07	PRR25
P62333	PSMC6
Q9BQR3	PRSS27
Q92954	PRG4
Q99811	PRRX2
Q9Y5S9	RBM8A
Q9H1K0	RBSN
Q9P258	RCC2
Q96DA2	RAB39B
P60763	RAC3
Q15771	RAB30
Q6R327	RICTOR
Q96MK2	RIPOR3
Q969X0	RILPL2
P15918	RAG1
P62745	RHOB
Q8TCX5	RHPN1
P27694	RPA1
P57771	RGS8
Q96D21	RASD2
Q17R89	ARHGAP44
O95398	RAPGEF3
Q5T653	MRPL2
Q92753	RORB
P17600	SYN1
Q9UMS6	SYNPO2
Q5VWG9	TAF3
O14894	TM4SF5
Q15714	TSC22D1
Q6P1K8	GTF2H2C
Q6P1K8	GTF2H2C_2
P59538	TAS2R31
Q587J7	TDRD12
Q8N1Q8	THEM5
Q9UIF3	TEKT2
Q96IP4	TENT5A
Q6ZRR5	TLCD5
Q8NA77	TEX19
H3BTG2	TEX46
Q8N6V9	TEX9
O15273	TCAP
Q9NR00	TCIM
Q8TDR4	TCP10L
P56279	TCL1A
P24821	TNC
Q8NA92	THAP8
P12270	TPR
Q8IYM9	TRIM22
Q6ZT21	TMPPE
Q6P9F5	TRIM40
Q9H2K2	TNKS2
Q15650	TRIP4
O60784	TOM1
Q9BVK8	TMEM147
Q0VDI3	TMEM267
Q9H6X4	TMEM134
Q8WZ71	TMEM158
Q9BZW4	TM6SF2
Q8N3G9	TMEM130
Q8N6Q1	TMCO5A
Q6ICL3	TANGO2
Q9UL33	TRAPPC2L
A0A0K0K1G6	TRBV10-3
A0A075B6U4	TRAV7
A0A578	TRBV5-1
A0A075B6N2	TRBV20-1
A0A1B0GX68	TRBV2
A0A075B6V5	TRAV36DV7
Q9NRJ4	TULP4
Q12999	TSPAN31
Q7Z7E8	UBE2Q1
D6RBM5	USP17L23
P23763	VAMP1
O00744	WNT10B
Q96FK6	WDR89
Q96S55	WRNIP1
Q5GH72	XKR7
Q9H270	VPS11
Q9Y3C0	WASHC3
Q96IU2	ZBED3
Q16587	ZNF74
Q15937	ZNF79
Q504Y3	ZCWPW2
O75132	ZBED4
Q9NQZ8	ZNF71
Q9BTP6	ZBED2
Q9UHR6	ZNHIT2
Q9HCK1	ZDBF2
P17098	ZNF8
Q9NUE0	ZDHHC18
A8MUZ8	ZNF705G
Q9ULJ6	ZMIZ1
Q9UBW7	ZMYM2
Q9NZV7	ZIM2
Q8NF64	ZMIZ2
P52737	ZNF136
Q15928	ZNF141
O14628	ZNF195
Q6NX45	ZNF774
Q96N20	ZNF75A
Q32MQ0	ZNF750
Q8NDP4	ZNF439
Q9UK11	ZNF223
O14709	ZNF197
O43670	ZNF207
P62699	YPEL5
Q14588	ZNF234
Q9C0F3	ZNF436
Q3KNS6	ZNF829
Q6NSZ9	ZSCAN25
Q8NEG5	ZSWIM2
Q16670	ZSCAN26
O15535	ZSCAN9
O95049	TJP3
Q86XF7	ZNF575
Q9BZK7	TBL1XR1
O60220	TIMM8A
P50990	CCT8
Q8IYF3	TEX11
Q5VWI1	TCERG1L
Q8WY91	THAP4
Q5SRD1	TIMM23B
Q9Y4R8	TELO2
Q13009	TIAM1
A6NDI0	TRIM49B
P06753	TPM3
Q9Y3B3	TMED7
C9J1S8	TRIM49D1
C9J1S8	TRIM49D2
P49755	TMED10
Q12899	TRIM26
O60296	TRAK2
Q7L0X0	TRIL
Q8N2M4	TMEM86A
Q9UPQ9	TNRC6B
Q7Z5M5	TMC3
O95407	TNFRSF6B
A6NEH6	TMEM247
O95150	TNFSF15
Q9H6L2	TMEM231
A0A087WT02	TRAV9-2
P33981	TTK
Q6ZT98	TTLL7
Q14166	TTLL12
Q9BZA0	TTTY10
Q96F44	TRIM11
Q9HBA0	TRPV4
Q9NQE7	PRSS16
Q15672	TWIST1
Q8NG11	TSPAN14
Q96PN8	TSSK3
Q5JXB2	UBE2NL
P50552	VASP
Q9GZS3	WDR61
Q6UXR6	UNQ6494/PRO21346
P17027	ZNF23
A8MXY4	ZNF99
Q969W1	ZDHHC16
Q9H0M4	ZCWPW1
Q8N680	ZBTB2
Q5SVQ8	ZBTB41
A8MWA4	ZNF705E
Q8ND25	ZNRF1
P43403	ZAP70
Q9C0B5	ZDHHC5
A0A1B0GTU1	ZC3H11B
Q8WW36	ZCCHC13
Q8N2I2	ZNF619
Q9H7R5	ZNF665
Q86T29	ZNF605
Q5T7W0	ZNF618
Q969J2	ZKSCAN4
Q8IZ20	ZNF683
Q03924	ZNF117
Q5SXM1	ZNF678
Q14590	ZNF235
Q9Y2Q1	ZNF257
Q92670	ZNF75CP
Q9NTW7	ZFP64
Q14587	ZNF268
Q8NB50	ZFP62
Q9UK13	ZNF221
Q8TBZ5	ZNF502
Q6ZNA1	ZNF836
Q9C0D3	ZYG11B
Q9UGI0	ZRANB1
Q92610	ZNF592
Q8N859	ZNF713
Q9BV44	THUMPD3
Q96FV9	THOC1
P35590	TIE1
Q96HH6	TMEM19
Q6PEY1	TMEM88
Q9BUB7	TMEM70
Q92752	TNR
